Threshold, n_features, performance_score
Thresh=0.0044, n=32, F1 score: 0.134
Thresh=0.0044, n=32, AUROC score: 0.812
Thresh=0.0045, n=30, Accuracy: 0.857
Thresh=0.0045, n=30, Precision: 0.075
Thresh=0.0045, n=30, Recall: 0.719
Thresh=0.0045, n=30, F1 score: 0.136
Thresh=0.0045, n=30, AUROC score: 0.789
Thresh=0.0047, n=29, Accuracy: 0.861
Thresh=0.0047, n=29, Precision: 0.075
Thresh=0.0047, n=29, Recall: 0.688
Thresh=0.0047, n=29, F1 score: 0.135
Thresh=0.0047, n=29, AUROC score: 0.776
Thresh=0.0048, n=27, Accuracy: 0.853
Thresh=0.0048, n=27, Precision: 0.079
Thresh=0.0048, n=27, Recall: 0.781
Thresh=0.0048, n=27, F1 score: 0.143
Thresh=0.0048, n=27, AUROC score: 0.818
Thresh=0.0049, n=27, Accuracy: 0.854
Thresh=0.0049, n=27, Precision: 0.076
Thresh=0.0049, n=27, Recall: 0.750
Thresh=0.0049, n=27, F1 score: 0.139
Thresh=0.0049, n=27, AUROC score: 0.803
Thresh=0.0052, n=24, Accuracy: 0.857
Thresh=0.0052, n=24, Precision: 0.078
Thresh=0.0052, n=24, Recall: 0.750
Thresh=0.0052, n=24, F1 score: 0.141
Thresh=0.0052, n=24, AUROC score: 0.804
Thresh=0.0055, n=24, Accuracy: 0.857
Thresh=0.0055, n=24, Precision: 0.075
Thresh=0.0055, n=24, Recall: 0.719
Thresh=0.0055, n=24, F1 score: 0.136
Thresh=0.0055, n=24, AUROC score: 0.789
Thresh=0.0056, n=22, Accuracy: 0.863
Thresh=0.0056, n=22, Precision: 0.078
Thresh=0.0056, n=22, Recall: 0.719
Thresh=0.0056, n=22, F1 score: 0.142
Thresh=0.0056, n=22, AUROC score: 0.792
Thresh=0.0057, n=21, Accuracy: 0.861
Thresh=0.0057, n=21, Precision: 0.078
Thresh=0.0057, n=21, Recall: 0.719
Thresh=0.0057, n=21, F1 score: 0.140
Thresh=0.0057, n=21, AUROC score: 0.791
Thresh=0.0058, n=19, Accuracy: 0.861
Thresh=0.0058, n=19, Precision: 0.077
Thresh=0.0058, n=19, Recall: 0.719
Thresh=0.0058, n=19, F1 score: 0.140
Thresh=0.0058, n=19, AUROC score: 0.791
Thresh=0.0059, n=18, Accuracy: 0.860
Thresh=0.0059, n=18, Precision: 0.077
Thresh=0.0059, n=18, Recall: 0.719
Thresh=0.0059, n=18, F1 score: 0.139
Thresh=0.0059, n=18, AUROC score: 0.790
Thresh=0.0063, n=18, Accuracy: 0.859
Thresh=0.0063, n=18, Precision: 0.079
Thresh=0.0063, n=18, Recall: 0.750
Thresh=0.0063, n=18, F1 score: 0.143
Thresh=0.0063, n=18, AUROC score: 0.805
Thresh=0.0064, n=16, Accuracy: 0.861
Thresh=0.0064, n=16, Precision: 0.080
Thresh=0.0064, n=16, Recall: 0.750
Thresh=0.0064, n=16, F1 score: 0.145
Thresh=0.0064, n=16, AUROC score: 0.806
Thresh=0.0065, n=14, Accuracy: 0.863
Thresh=0.0065, n=14, Precision: 0.082
Thresh=0.0065, n=14, Recall: 0.750
Thresh=0.0065, n=14, F1 score: 0.147
Thresh=0.0065, n=14, AUROC score: 0.808
Thresh=0.0066, n=13, Accuracy: 0.861
Thresh=0.0066, n=13, Precision: 0.080
Thresh=0.0066, n=13, Recall: 0.750
Thresh=0.0066, n=13, F1 score: 0.145
Thresh=0.0066, n=13, AUROC score: 0.806
Thresh=0.0067, n=12, Accuracy: 0.852
Thresh=0.0067, n=12, Precision: 0.075
Thresh=0.0067, n=12, Recall: 0.750
Thresh=0.0067, n=12, F1 score: 0.137
Thresh=0.0067, n=12, AUROC score: 0.802
Thresh=0.0069, n=12, Accuracy: 0.850
Thresh=0.0069, n=12, Precision: 0.075
Thresh=0.0069, n=12, Recall: 0.750
Thresh=0.0069, n=12, F1 score: 0.136
Thresh=0.0069, n=12, AUROC score: 0.801
Thresh=0.0070, n=11, Accuracy: 0.851
Thresh=0.0070, n=11, Precision: 0.075
Thresh=0.0070, n=11, Recall: 0.750
Thresh=0.0070, n=11, F1 score: 0.136
Thresh=0.0070, n=11, AUROC score: 0.801
Thresh=0.0074, n=8, Accuracy: 0.854
Thresh=0.0074, n=8, Precision: 0.077
Thresh=0.0074, n=8, Recall: 0.750
Thresh=0.0074, n=8, F1 score: 0.139
Thresh=0.0074, n=8, AUROC score: 0.803
Thresh=0.0078, n=6, Accuracy: 0.821
Thresh=0.0078, n=6, Precision: 0.070
Thresh=0.0078, n=6, Recall: 0.844
Thresh=0.0078, n=6, F1 score: 0.129
Thresh=0.0078, n=6, AUROC score: 0.832
Thresh=0.0082, n=4, Accuracy: 0.961
Thresh=0.0082, n=4, Precision: 0.113
Thresh=0.0082, n=4, Recall: 0.219
Thresh=0.0082, n=4, F1 score: 0.149
Thresh=0.0082, n=4, AUROC score: 0.596
Thresh=0.0096, n=4, Accuracy: 0.961
Thresh=0.0096, n=4, Precision: 0.113
Thresh=0.0096, n=4, Recall: 0.219
Thresh=0.0096, n=4, F1 score: 0.149
Thresh=0.0096, n=4, AUROC score: 0.596
Thresh=0.0119, n=3, Accuracy: 0.972
Thresh=0.0119, n=3, Precision: 0.179
Thresh=0.0119, n=3, Recall: 0.219
Thresh=0.0119, n=3, F1 score: 0.197
Thresh=0.0119, n=3, AUROC score: 0.601
Thresh=0.0146, n=1, Accuracy: 0.978
Thresh=0.0146, n=1, Precision: 0.158
Thresh=0.0146, n=1, Recall: 0.094
Thresh=0.0146, n=1, F1 score: 0.118
Thresh=0.0146, n=1, AUROC score: 0.543
Thresh=0.0000, n=2086, Accuracy: 0.851
Thresh=0.0000, n=2086, Precision: 0.086
Thresh=0.0000, n=2086, Recall: 0.875
Thresh=0.0000, n=2086, F1 score: 0.156
Thresh=0.0000, n=2086, AUROC score: 0.863
Thresh=0.0001, n=488, Accuracy: 0.870
Thresh=0.0001, n=488, Precision: 0.094
Thresh=0.0001, n=488, Recall: 0.844
Thresh=0.0001, n=488, F1 score: 0.169
Thresh=0.0001, n=488, AUROC score: 0.857
Thresh=0.0002, n=485, Accuracy: 0.863
Thresh=0.0002, n=485, Precision: 0.092
Thresh=0.0002, n=485, Recall: 0.875
Thresh=0.0002, n=485, F1 score: 0.167
Thresh=0.0002, n=485, AUROC score: 0.869
Thresh=0.0003, n=481, Accuracy: 0.863
Thresh=0.0003, n=481, Precision: 0.089
Thresh=0.0003, n=481, Recall: 0.844
Thresh=0.0003, n=481, F1 score: 0.162
Thresh=0.0003, n=481, AUROC score: 0.853
Thresh=0.0004, n=470, Accuracy: 0.859
Thresh=0.0004, n=470, Precision: 0.087
Thresh=0.0004, n=470, Recall: 0.844
Thresh=0.0004, n=470, F1 score: 0.158
Thresh=0.0004, n=470, AUROC score: 0.851
Thresh=0.0005, n=452, Accuracy: 0.868
Thresh=0.0005, n=452, Precision: 0.093
Thresh=0.0005, n=452, Recall: 0.844
Thresh=0.0005, n=452, F1 score: 0.167
Thresh=0.0005, n=452, AUROC score: 0.856
Thresh=0.0006, n=434, Accuracy: 0.870
Thresh=0.0006, n=434, Precision: 0.094
Thresh=0.0006, n=434, Recall: 0.844
Thresh=0.0006, n=434, F1 score: 0.169
Thresh=0.0006, n=434, AUROC score: 0.857
Thresh=0.0007, n=405, Accuracy: 0.858
Thresh=0.0007, n=405, Precision: 0.084
Thresh=0.0007, n=405, Recall: 0.812
Thresh=0.0007, n=405, F1 score: 0.152
Thresh=0.0007, n=405, AUROC score: 0.835
Thresh=0.0008, n=382, Accuracy: 0.858
Thresh=0.0008, n=382, Precision: 0.087
Thresh=0.0008, n=382, Recall: 0.844
Thresh=0.0008, n=382, F1 score: 0.157
Thresh=0.0008, n=382, AUROC score: 0.851
Thresh=0.0009, n=359, Accuracy: 0.866
Thresh=0.0009, n=359, Precision: 0.089
Thresh=0.0009, n=359, Recall: 0.812
Thresh=0.0009, n=359, F1 score: 0.160
Thresh=0.0009, n=359, AUROC score: 0.840
Thresh=0.0010, n=333, Accuracy: 0.864
Thresh=0.0010, n=333, Precision: 0.090
Thresh=0.0010, n=333, Recall: 0.844
Thresh=0.0010, n=333, F1 score: 0.163
Thresh=0.0010, n=333, AUROC score: 0.854
Thresh=0.0011, n=317, Accuracy: 0.871
Thresh=0.0011, n=317, Precision: 0.095
Thresh=0.0011, n=317, Recall: 0.844
Thresh=0.0011, n=317, F1 score: 0.170
Thresh=0.0011, n=317, AUROC score: 0.858
Thresh=0.0012, n=298, Accuracy: 0.871
Thresh=0.0012, n=298, Precision: 0.095
Thresh=0.0012, n=298, Recall: 0.844
Thresh=0.0012, n=298, F1 score: 0.171
Thresh=0.0012, n=298, AUROC score: 0.858
Thresh=0.0013, n=276, Accuracy: 0.878
Thresh=0.0013, n=276, Precision: 0.100
Thresh=0.0013, n=276, Recall: 0.844
Thresh=0.0013, n=276, F1 score: 0.179
Thresh=0.0013, n=276, AUROC score: 0.861
Thresh=0.0014, n=253, Accuracy: 0.874
Thresh=0.0014, n=253, Precision: 0.097
Thresh=0.0014, n=253, Recall: 0.844
Thresh=0.0014, n=253, F1 score: 0.174
Thresh=0.0014, n=253, AUROC score: 0.859
Thresh=0.0015, n=230, Accuracy: 0.878
Thresh=0.0015, n=230, Precision: 0.100
Thresh=0.0015, n=230, Recall: 0.844
Thresh=0.0015, n=230, F1 score: 0.178
Thresh=0.0015, n=230, AUROC score: 0.861
Thresh=0.0016, n=216, Accuracy: 0.872
Thresh=0.0016, n=216, Precision: 0.093
Thresh=0.0016, n=216, Recall: 0.812
Thresh=0.0016, n=216, F1 score: 0.166
Thresh=0.0016, n=216, AUROC score: 0.843
Thresh=0.0017, n=203, Accuracy: 0.871
Thresh=0.0017, n=203, Precision: 0.092
Thresh=0.0017, n=203, Recall: 0.812
Thresh=0.0017, n=203, F1 score: 0.166
Thresh=0.0017, n=203, AUROC score: 0.842
Thresh=0.0018, n=190, Accuracy: 0.873
Thresh=0.0018, n=190, Precision: 0.093
Thresh=0.0018, n=190, Recall: 0.812
Thresh=0.0018, n=190, F1 score: 0.167
Thresh=0.0018, n=190, AUROC score: 0.843
Thresh=0.0019, n=180, Accuracy: 0.878
Thresh=0.0019, n=180, Precision: 0.097
Thresh=0.0019, n=180, Recall: 0.812
Thresh=0.0019, n=180, F1 score: 0.173
Thresh=0.0019, n=180, AUROC score: 0.846
Thresh=0.0020, n=172, Accuracy: 0.875
Thresh=0.0020, n=172, Precision: 0.092
Thresh=0.0020, n=172, Recall: 0.781
Thresh=0.0020, n=172, F1 score: 0.164
Thresh=0.0020, n=172, AUROC score: 0.829
Thresh=0.0021, n=156, Accuracy: 0.873
Thresh=0.0021, n=156, Precision: 0.093
Thresh=0.0021, n=156, Recall: 0.812
Thresh=0.0021, n=156, F1 score: 0.167
Thresh=0.0021, n=156, AUROC score: 0.843
Thresh=0.0022, n=148, Accuracy: 0.873
Thresh=0.0022, n=148, Precision: 0.093
Thresh=0.0022, n=148, Recall: 0.812
Thresh=0.0022, n=148, F1 score: 0.167
Thresh=0.0022, n=148, AUROC score: 0.843
Thresh=0.0023, n=140, Accuracy: 0.870
Thresh=0.0023, n=140, Precision: 0.091
Thresh=0.0023, n=140, Recall: 0.812
Thresh=0.0023, n=140, F1 score: 0.164
Thresh=0.0023, n=140, AUROC score: 0.842
Thresh=0.0024, n=135, Accuracy: 0.875
Thresh=0.0024, n=135, Precision: 0.095
Thresh=0.0024, n=135, Recall: 0.812
Thresh=0.0024, n=135, F1 score: 0.169
Thresh=0.0024, n=135, AUROC score: 0.844
Thresh=0.0025, n=127, Accuracy: 0.872
Thresh=0.0025, n=127, Precision: 0.093
Thresh=0.0025, n=127, Recall: 0.812
Thresh=0.0025, n=127, F1 score: 0.167
Thresh=0.0025, n=127, AUROC score: 0.843
Thresh=0.0026, n=115, Accuracy: 0.874
Thresh=0.0026, n=115, Precision: 0.094
Thresh=0.0026, n=115, Recall: 0.812
Thresh=0.0026, n=115, F1 score: 0.168
Thresh=0.0026, n=115, AUROC score: 0.844
Thresh=0.0027, n=113, Accuracy: 0.874
Thresh=0.0027, n=113, Precision: 0.094
Thresh=0.0027, n=113, Recall: 0.812
Thresh=0.0027, n=113, F1 score: 0.168
Thresh=0.0027, n=113, AUROC score: 0.844
Thresh=0.0028, n=106, Accuracy: 0.874
Thresh=0.0028, n=106, Precision: 0.094
Thresh=0.0028, n=106, Recall: 0.812
Thresh=0.0028, n=106, F1 score: 0.169
Thresh=0.0028, n=106, AUROC score: 0.844
Thresh=0.0029, n=98, Accuracy: 0.872
Thresh=0.0029, n=98, Precision: 0.096
Thresh=0.0029, n=98, Recall: 0.844
Thresh=0.0029, n=98, F1 score: 0.172
Thresh=0.0029, n=98, AUROC score: 0.858
Thresh=0.0030, n=96, Accuracy: 0.866
Thresh=0.0030, n=96, Precision: 0.089
Thresh=0.0030, n=96, Recall: 0.812
Thresh=0.0030, n=96, F1 score: 0.160
Thresh=0.0030, n=96, AUROC score: 0.840
Thresh=0.0031, n=91, Accuracy: 0.870
Thresh=0.0031, n=91, Precision: 0.091
Thresh=0.0031, n=91, Recall: 0.812
Thresh=0.0031, n=91, F1 score: 0.164
Thresh=0.0031, n=91, AUROC score: 0.842
Thresh=0.0032, n=88, Accuracy: 0.856
Thresh=0.0032, n=88, Precision: 0.086
Thresh=0.0032, n=88, Recall: 0.844
Thresh=0.0032, n=88, F1 score: 0.156
Thresh=0.0032, n=88, AUROC score: 0.850
Thresh=0.0033, n=84, Accuracy: 0.860
Thresh=0.0033, n=84, Precision: 0.085
Thresh=0.0033, n=84, Recall: 0.812
Thresh=0.0033, n=84, F1 score: 0.154
Thresh=0.0033, n=84, AUROC score: 0.837
Thresh=0.0034, n=78, Accuracy: 0.855
Thresh=0.0034, n=78, Precision: 0.085
Thresh=0.0034, n=78, Recall: 0.844
Thresh=0.0034, n=78, F1 score: 0.155
Thresh=0.0034, n=78, AUROC score: 0.850
Thresh=0.0035, n=74, Accuracy: 0.845
Thresh=0.0035, n=74, Precision: 0.077
Thresh=0.0035, n=74, Recall: 0.812
Thresh=0.0035, n=74, F1 score: 0.141
Thresh=0.0035, n=74, AUROC score: 0.829
Thresh=0.0036, n=71, Accuracy: 0.848
Thresh=0.0036, n=71, Precision: 0.079
Thresh=0.0036, n=71, Recall: 0.812
Thresh=0.0036, n=71, F1 score: 0.144
Thresh=0.0036, n=71, AUROC score: 0.830
Thresh=0.0037, n=67, Accuracy: 0.847
Thresh=0.0037, n=67, Precision: 0.079
Thresh=0.0037, n=67, Recall: 0.812
Thresh=0.0037, n=67, F1 score: 0.143
Thresh=0.0037, n=67, AUROC score: 0.830
Thresh=0.0038, n=65, Accuracy: 0.858
Thresh=0.0038, n=65, Precision: 0.084
Thresh=0.0038, n=65, Recall: 0.812
Thresh=0.0038, n=65, F1 score: 0.152
Thresh=0.0038, n=65, AUROC score: 0.835
Thresh=0.0039, n=60, Accuracy: 0.860
Thresh=0.0039, n=60, Precision: 0.088
Thresh=0.0039, n=60, Recall: 0.844
Thresh=0.0039, n=60, F1 score: 0.159
Thresh=0.0039, n=60, AUROC score: 0.852
Thresh=0.0040, n=58, Accuracy: 0.854
Thresh=0.0040, n=58, Precision: 0.084
Thresh=0.0040, n=58, Recall: 0.844
Thresh=0.0040, n=58, F1 score: 0.153
Thresh=0.0040, n=58, AUROC score: 0.849
Thresh=0.0041, n=57, Accuracy: 0.865
Thresh=0.0041, n=57, Precision: 0.091
Thresh=0.0041, n=57, Recall: 0.844
Thresh=0.0041, n=57, F1 score: 0.165
Thresh=0.0041, n=57, AUROC score: 0.855
Thresh=0.0042, n=53, Accuracy: 0.858
Thresh=0.0042, n=53, Precision: 0.087
Thresh=0.0042, n=53, Recall: 0.844
Thresh=0.0042, n=53, F1 score: 0.157
Thresh=0.0042, n=53, AUROC score: 0.851
Thresh=0.0043, n=51, Accuracy: 0.864
Thresh=0.0043, n=51, Precision: 0.090
Thresh=0.0043, n=51, Recall: 0.844
Thresh=0.0043, n=51, F1 score: 0.163
Thresh=0.0043, n=51, AUROC score: 0.854
Thresh=0.0044, n=48, Accuracy: 0.851
Thresh=0.0044, n=48, Precision: 0.083
Thresh=0.0044, n=48, Recall: 0.844
Thresh=0.0044, n=48, F1 score: 0.151
Thresh=0.0044, n=48, AUROC score: 0.847
Thresh=0.0045, n=44, Accuracy: 0.850
Thresh=0.0045, n=44, Precision: 0.082
Thresh=0.0045, n=44, Recall: 0.844
Thresh=0.0045, n=44, F1 score: 0.150
Thresh=0.0045, n=44, AUROC score: 0.847
Thresh=0.0046, n=43, Accuracy: 0.847
Thresh=0.0046, n=43, Precision: 0.081
Thresh=0.0046, n=43, Recall: 0.844
Thresh=0.0046, n=43, F1 score: 0.148
Thresh=0.0046, n=43, AUROC score: 0.846
Thresh=0.0047, n=41, Accuracy: 0.808
Thresh=0.0047, n=41, Precision: 0.065
Thresh=0.0047, n=41, Recall: 0.844
Thresh=0.0047, n=41, F1 score: 0.121
Thresh=0.0047, n=41, AUROC score: 0.826
Thresh=0.0048, n=39, Accuracy: 0.848
Thresh=0.0048, n=39, Precision: 0.081
Thresh=0.0048, n=39, Recall: 0.844
Thresh=0.0048, n=39, F1 score: 0.148
Thresh=0.0048, n=39, AUROC score: 0.846
Thresh=0.0049, n=36, Accuracy: 0.860
Thresh=0.0049, n=36, Precision: 0.088
Thresh=0.0049, n=36, Recall: 0.844
Thresh=0.0049, n=36, F1 score: 0.159
Thresh=0.0049, n=36, AUROC score: 0.852
Thresh=0.0050, n=34, Accuracy: 0.861
Thresh=0.0050, n=34, Precision: 0.086
Thresh=0.0050, n=34, Recall: 0.812
Thresh=0.0050, n=34, F1 score: 0.155
Thresh=0.0050, n=34, AUROC score: 0.837
Thresh=0.0051, n=33, Accuracy: 0.858
Thresh=0.0051, n=33, Precision: 0.087
Thresh=0.0051, n=33, Recall: 0.844
Thresh=0.0051, n=33, F1 score: 0.157
Thresh=0.0051, n=33, AUROC score: 0.851
Thresh=0.0053, n=29, Accuracy: 0.863
Thresh=0.0053, n=29, Precision: 0.084
Thresh=0.0053, n=29, Recall: 0.781
Thresh=0.0053, n=29, F1 score: 0.152
Thresh=0.0053, n=29, AUROC score: 0.823
Thresh=0.0054, n=28, Accuracy: 0.881
Thresh=0.0054, n=28, Precision: 0.099
Thresh=0.0054, n=28, Recall: 0.812
Thresh=0.0054, n=28, F1 score: 0.176
Thresh=0.0054, n=28, AUROC score: 0.847
Thresh=0.0055, n=26, Accuracy: 0.872
Thresh=0.0055, n=26, Precision: 0.090
Thresh=0.0055, n=26, Recall: 0.781
Thresh=0.0055, n=26, F1 score: 0.161
Thresh=0.0055, n=26, AUROC score: 0.827
Thresh=0.0057, n=22, Accuracy: 0.861
Thresh=0.0057, n=22, Precision: 0.089
Thresh=0.0057, n=22, Recall: 0.844
Thresh=0.0057, n=22, F1 score: 0.160
Thresh=0.0057, n=22, AUROC score: 0.853
Thresh=0.0058, n=21, Accuracy: 0.863
Thresh=0.0058, n=21, Precision: 0.089
Thresh=0.0058, n=21, Recall: 0.844
Thresh=0.0058, n=21, F1 score: 0.162
Thresh=0.0058, n=21, AUROC score: 0.853
Thresh=0.0060, n=20, Accuracy: 0.871
Thresh=0.0060, n=20, Precision: 0.095
Thresh=0.0060, n=20, Recall: 0.844
Thresh=0.0060, n=20, F1 score: 0.171
Thresh=0.0060, n=20, AUROC score: 0.858
Thresh=0.0061, n=19, Accuracy: 0.857
Thresh=0.0061, n=19, Precision: 0.086
Thresh=0.0061, n=19, Recall: 0.844
Thresh=0.0061, n=19, F1 score: 0.156
Thresh=0.0061, n=19, AUROC score: 0.850
Thresh=0.0064, n=19, Accuracy: 0.858
Thresh=0.0064, n=19, Precision: 0.084
Thresh=0.0064, n=19, Recall: 0.812
Thresh=0.0064, n=19, F1 score: 0.152
Thresh=0.0064, n=19, AUROC score: 0.835
Thresh=0.0065, n=18, Accuracy: 0.861
Thresh=0.0065, n=18, Precision: 0.086
Thresh=0.0065, n=18, Recall: 0.812
Thresh=0.0065, n=18, F1 score: 0.155
Thresh=0.0065, n=18, AUROC score: 0.837
Thresh=0.0066, n=16, Accuracy: 0.864
Thresh=0.0066, n=16, Precision: 0.087
Thresh=0.0066, n=16, Recall: 0.812
Thresh=0.0066, n=16, F1 score: 0.158
Thresh=0.0066, n=16, AUROC score: 0.838
Thresh=0.0068, n=14, Accuracy: 0.857
Thresh=0.0068, n=14, Precision: 0.086
Thresh=0.0068, n=14, Recall: 0.844
Thresh=0.0068, n=14, F1 score: 0.157
Thresh=0.0068, n=14, AUROC score: 0.851
Thresh=0.0074, n=13, Accuracy: 0.860
Thresh=0.0074, n=13, Precision: 0.091
Thresh=0.0074, n=13, Recall: 0.875
Thresh=0.0074, n=13, F1 score: 0.164
Thresh=0.0074, n=13, AUROC score: 0.867
Thresh=0.0075, n=11, Accuracy: 0.870
Thresh=0.0075, n=11, Precision: 0.094
Thresh=0.0075, n=11, Recall: 0.844
Thresh=0.0075, n=11, F1 score: 0.169
Thresh=0.0075, n=11, AUROC score: 0.857
Thresh=0.0083, n=8, Accuracy: 0.875
Thresh=0.0083, n=8, Precision: 0.097
Thresh=0.0083, n=8, Recall: 0.844
Thresh=0.0083, n=8, F1 score: 0.175
Thresh=0.0083, n=8, AUROC score: 0.860
Thresh=0.0084, n=8, Accuracy: 0.888
Thresh=0.0084, n=8, Precision: 0.108
Thresh=0.0084, n=8, Recall: 0.844
Thresh=0.0084, n=8, F1 score: 0.191
Thresh=0.0084, n=8, AUROC score: 0.866
Thresh=0.0086, n=7, Accuracy: 0.877
Thresh=0.0086, n=7, Precision: 0.099
Thresh=0.0086, n=7, Recall: 0.844
Thresh=0.0086, n=7, F1 score: 0.178
Thresh=0.0086, n=7, AUROC score: 0.861
Thresh=0.0091, n=5, Accuracy: 0.830
Thresh=0.0091, n=5, Precision: 0.068
Thresh=0.0091, n=5, Recall: 0.781
Thresh=0.0091, n=5, F1 score: 0.126
Thresh=0.0091, n=5, AUROC score: 0.806
Thresh=0.0093, n=5, Accuracy: 0.827
Thresh=0.0093, n=5, Precision: 0.070
Thresh=0.0093, n=5, Recall: 0.812
Thresh=0.0093, n=5, F1 score: 0.129
Thresh=0.0093, n=5, AUROC score: 0.820
Thresh=0.0101, n=2, Accuracy: 0.979
Thresh=0.0101, n=2, Precision: 0.133
Thresh=0.0101, n=2, Recall: 0.062
Thresh=0.0101, n=2, F1 score: 0.085
Thresh=0.0101, n=2, AUROC score: 0.528
Thresh=0.0111, n=2, Accuracy: 0.979
Thresh=0.0111, n=2, Precision: 0.133
Thresh=0.0111, n=2, Recall: 0.062
Thresh=0.0111, n=2, F1 score: 0.085
Thresh=0.0111, n=2, AUROC score: 0.528
Thresh=0.0148, n=1, Accuracy: 0.984
Thresh=0.0148, n=1, Precision: 0.000
Thresh=0.0148, n=1, Recall: 0.000
Thresh=0.0148, n=1, F1 score: 0.000
Thresh=0.0148, n=1, AUROC score: 0.500
Thresh=0.0000, n=2086, Accuracy: 0.854
Thresh=0.0000, n=2086, Precision: 0.087
Thresh=0.0000, n=2086, Recall: 0.903
Thresh=0.0000, n=2086, F1 score: 0.159
Thresh=0.0000, n=2086, AUROC score: 0.878
Thresh=0.0001, n=487, Accuracy: 0.860
Thresh=0.0001, n=487, Precision: 0.093
Thresh=0.0001, n=487, Recall: 0.935
Thresh=0.0001, n=487, F1 score: 0.169
Thresh=0.0001, n=487, AUROC score: 0.897
Thresh=0.0002, n=483, Accuracy: 0.871
Thresh=0.0002, n=483, Precision: 0.100
Thresh=0.0002, n=483, Recall: 0.935
Thresh=0.0002, n=483, F1 score: 0.181
Thresh=0.0002, n=483, AUROC score: 0.903
Thresh=0.0003, n=477, Accuracy: 0.865
Thresh=0.0003, n=477, Precision: 0.093
Thresh=0.0003, n=477, Recall: 0.903
Thresh=0.0003, n=477, F1 score: 0.169
Thresh=0.0003, n=477, AUROC score: 0.884
Thresh=0.0004, n=459, Accuracy: 0.867
Thresh=0.0004, n=459, Precision: 0.098
Thresh=0.0004, n=459, Recall: 0.935
Thresh=0.0004, n=459, F1 score: 0.177
Thresh=0.0004, n=459, AUROC score: 0.901
Thresh=0.0005, n=438, Accuracy: 0.871
Thresh=0.0005, n=438, Precision: 0.100
Thresh=0.0005, n=438, Recall: 0.935
Thresh=0.0005, n=438, F1 score: 0.181
Thresh=0.0005, n=438, AUROC score: 0.903
Thresh=0.0006, n=409, Accuracy: 0.867
Thresh=0.0006, n=409, Precision: 0.098
Thresh=0.0006, n=409, Recall: 0.935
Thresh=0.0006, n=409, F1 score: 0.177
Thresh=0.0006, n=409, AUROC score: 0.901
Thresh=0.0007, n=387, Accuracy: 0.874
Thresh=0.0007, n=387, Precision: 0.099
Thresh=0.0007, n=387, Recall: 0.903
Thresh=0.0007, n=387, F1 score: 0.179
Thresh=0.0007, n=387, AUROC score: 0.888
Thresh=0.0008, n=361, Accuracy: 0.882
Thresh=0.0008, n=361, Precision: 0.108
Thresh=0.0008, n=361, Recall: 0.935
Thresh=0.0008, n=361, F1 score: 0.194
Thresh=0.0008, n=361, AUROC score: 0.908
Thresh=0.0009, n=340, Accuracy: 0.873
Thresh=0.0009, n=340, Precision: 0.099
Thresh=0.0009, n=340, Recall: 0.903
Thresh=0.0009, n=340, F1 score: 0.178
Thresh=0.0009, n=340, AUROC score: 0.888
Thresh=0.0010, n=319, Accuracy: 0.884
Thresh=0.0010, n=319, Precision: 0.110
Thresh=0.0010, n=319, Recall: 0.935
Thresh=0.0010, n=319, F1 score: 0.197
Thresh=0.0010, n=319, AUROC score: 0.909
Thresh=0.0011, n=298, Accuracy: 0.869
Thresh=0.0011, n=298, Precision: 0.099
Thresh=0.0011, n=298, Recall: 0.935
Thresh=0.0011, n=298, F1 score: 0.178
Thresh=0.0011, n=298, AUROC score: 0.902
Thresh=0.0012, n=278, Accuracy: 0.877
Thresh=0.0012, n=278, Precision: 0.104
Thresh=0.0012, n=278, Recall: 0.935
Thresh=0.0012, n=278, F1 score: 0.188
Thresh=0.0012, n=278, AUROC score: 0.906
Thresh=0.0013, n=263, Accuracy: 0.867
Thresh=0.0013, n=263, Precision: 0.098
Thresh=0.0013, n=263, Recall: 0.935
Thresh=0.0013, n=263, F1 score: 0.177
Thresh=0.0013, n=263, AUROC score: 0.901
Thresh=0.0014, n=248, Accuracy: 0.874
Thresh=0.0014, n=248, Precision: 0.105
Thresh=0.0014, n=248, Recall: 0.968
Thresh=0.0014, n=248, F1 score: 0.189
Thresh=0.0014, n=248, AUROC score: 0.920
Thresh=0.0015, n=237, Accuracy: 0.877
Thresh=0.0015, n=237, Precision: 0.101
Thresh=0.0015, n=237, Recall: 0.903
Thresh=0.0015, n=237, F1 score: 0.182
Thresh=0.0015, n=237, AUROC score: 0.890
Thresh=0.0016, n=220, Accuracy: 0.877
Thresh=0.0016, n=220, Precision: 0.099
Thresh=0.0016, n=220, Recall: 0.871
Thresh=0.0016, n=220, F1 score: 0.177
Thresh=0.0016, n=220, AUROC score: 0.874
Thresh=0.0017, n=203, Accuracy: 0.869
Thresh=0.0017, n=203, Precision: 0.096
Thresh=0.0017, n=203, Recall: 0.903
Thresh=0.0017, n=203, F1 score: 0.173
Thresh=0.0017, n=203, AUROC score: 0.886
Thresh=0.0018, n=191, Accuracy: 0.861
Thresh=0.0018, n=191, Precision: 0.089
Thresh=0.0018, n=191, Recall: 0.871
Thresh=0.0018, n=191, F1 score: 0.161
Thresh=0.0018, n=191, AUROC score: 0.866
Thresh=0.0019, n=184, Accuracy: 0.870
Thresh=0.0019, n=184, Precision: 0.102
Thresh=0.0019, n=184, Recall: 0.968
Thresh=0.0019, n=184, F1 score: 0.185
Thresh=0.0019, n=184, AUROC score: 0.918
